Dataset ID	NMDC Dataset ID	Dataset Name	sample_name	sample_extid	sequencing_project_name	sequencing_project_extid	proposal_extid	genome directory	GOLD Biosample ID	GOLD Project ID
659905	emsl:659905	Blanch_Nat_Pep_C_19_AB_O_26_19Mar18_Oak_18-01-07	Native-BW-C-19-O	164730	Native-BW-C-19-O metat	1168047	503125	503125_164730	Gb0158487	Gp0255817
659719	emsl:659719	Blanch_Nat_Pep_C_27_AB_O_21_19Mar18_Oak_18-01-07	Native-BW-C-27-O	164735	Native-BW-C-27-O metat	1168052	503125	503125_164735	Gb0158492	Gp0255822
660129	emsl:660129	Blanch_Nat_Pep_C_30_AB_M_14_19Mar18_Oak_18-01-07	Native-BW-C-30-M	164740	Native-BW-C-30-M metat	1168057	503125	503125_164740	Gb0158497	Gp0255827
660135	emsl:660135	Blanch_Nat_Pep_C_4_AB_M_08_19Mar18_Oak_18-01-07	Native-BW-C-4-M	164741	Native-BW-C-4-M metat	1168058	503125	503125_164741	Gb0158498	Gp0255828
659733	emsl:659733	Blanch_Nat_Pep_C_4_AB_O_04_19Mar18_Oak_18-01-07	Native-BW-C-4-O	164752	Native-BW-C-4-O metat	1168069	503125	503125_164752	Gb0158509	Gp0255839
659879	emsl:659879	Blanch_Nat_Pep_C_7_AB_M_07_19Mar18_Oak_18-01-07	Native-BW-C-7-M	164748	Native-BW-C-7-M metat	1168065	503125	503125_164748	Gb0158505	Gp0255835
659744	emsl:659744	Blanch_Nat_Pep_H_11_AB_M_13_19Mar18_Oak_18-01-07	Native-BW-H-11-M	164747	Native-BW-H-11-M metat	1168064	503125	503125_164747	Gb0158504	Gp0255834
659728	emsl:659728	Blanch_Nat_Pep_H_11_AB_O_24_19Mar18_Oak_18-01-07	Native-BW-H-11-O	164745	Native-BW-H-11-O metat	1168062	503125	503125_164745	Gb0158502	Gp0255832
659461	emsl:659461	Blanch_Nat_Pep_H_17_AB_M_18_19Mar18_Oak_18-01-07	Native-BW-H-17-M	164751	Native-BW-H-17-M metat	1168068	503125	503125_164751	Gb0158508	Gp0255838
659948	emsl:659948	Blanch_Nat_Pep_H_17_AB_O_22_19Mar18_Oak_18-01-07	Native-BW-H-17-O	164749	Native-BW-H-17-O metat	1168066	503125	503125_164749	Gb0158506	Gp0255836
659114	emsl:659114	Blanch_Nat_Pep_H_2_AB_M_23_19Mar18_Oak_18-01-07	Native-BW-H-2-M	164726	Native-BW-H-2-M metat	1168043	503125	503125_164726	Gb0158483	Gp0255813
659434	emsl:659434	Blanch_Nat_Pep_H_2_AB_O_15_19Mar18_Oak_18-01-07	Native-BW-H-2-O	164736	Native-BW-H-2-O metat	1168053	503125	503125_164736	Gb0158493	Gp0255823
659848	emsl:659848	Blanch_Nat_Pep_H_26_AB_M_12_19Mar18_Oak_18-01-07	Native-BW-H-26-M	164732	Native-BW-H-26-M metat	1168049	503125	503125_164732	Gb0158489	Gp0255819
659136	emsl:659136	Blanch_Nat_Pep_H_28_AB_M_03_19Mar18_Oak_18-01-07	Native-BW-H-28-M	164746	Native-BW-H-28-M metat	1168063	503125	503125_164746	Gb0158503	Gp0255833
660009	emsl:660009	Blanch_Nat_Pep_H_2B_M_02_19Mar18_Oak_18-01-07	Native-BW-H-2-M	164726	Native-BW-H-2-M metat	1168043	503125	503125_164726	Gb0158483	Gp0255813
659613	emsl:659613	Blanch_Nat_Pep_H_32_AB_M_20_19Mar18_Oak_18-01-07	Native-BW-H-32-M	164739	Native-BW-H-32-M metat	1168056	503125	503125_164739	Gb0158496	Gp0255826
659765	emsl:659765	Blanch_Nat_Pep_H_32_AB_O_19_19Mar18_Oak_18-01-07	Native-BW-H-32-O	164728	Native-BW-H-32-O metat	1168045	503125	503125_164728	Gb0158485	Gp0255815
660138	emsl:660138	Blanch_Nat_Pep_H_4_AB_M_05_19Mar18_Oak_18-01-07	Native-BW-H-4-M	164742	Native-BW-H-4-M metat	1168059	503125	503125_164742	Gb0158499	Gp0255829
659927	emsl:659927	Blanch_Nat_Pep_H_4_AB_O_06_19Mar18_Oak_18-01-07	Native-BW-H-4-O	164750	Native-BW-H-4-O metat	1168067	503125	503125_164750	Gb0158507	Gp0255837
